image_id,image_path,source_dataset,original_label,llm_score_band,llm_representative_score,llm_coarse_class,llm_reasoning,human_score_band,human_representative_score,human_coarse_class,final_score_band,final_representative_score,final_coarse_class,review_status,disagreement_flag,review_notes,split
real_redf0xwin_0125,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0125.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:4,,,,,,,,,,,pending,,,
real_redf0xwin_0126,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0126.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:25,,,,,,,,,,,pending,,,
real_redf0xwin_0127,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0127.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:9,,,,,,,,,,,pending,,,
real_redf0xwin_0128,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0128.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:6;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0129,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0129.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,,,,,,,,,,,pending,,,
real_redf0xwin_0130,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0130.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:8,,,,,,,,,,,pending,,,
real_redf0xwin_0131,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0131.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14,,,,,,,,,,,pending,,,
real_redf0xwin_0132,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0132.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14,,,,,,,,,,,pending,,,
real_redf0xwin_0133,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0133.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:15;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0134,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0134.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30,,,,,,,,,,,pending,,,
real_redf0xwin_0135,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0135.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30;dirt:1,,,,,,,,,,,pending,,,
real_redf0xwin_0136,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0136.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:8,,,,,,,,,,,pending,,,
real_redf0xwin_0137,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0137.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:23,,,,,,,,,,,pending,,,
real_redf0xwin_0138,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0138.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12;dirt:6,,,,,,,,,,,pending,,,
real_redf0xwin_0139,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0139.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:5,,,,,,,,,,,pending,,,
real_redf0xwin_0140,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0140.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12,,,,,,,,,,,pending,,,
real_redf0xwin_0141,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0141.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:5;dirt:3;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0142,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0142.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:15,,,,,,,,,,,pending,,,
real_redf0xwin_0143,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0143.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:15,,,,,,,,,,,pending,,,
real_redf0xwin_0144,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0144.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20;dirt:2;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0145,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0145.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18;dirt:2;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0146,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0146.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:8;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0147,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0147.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:37;hole:3,,,,,,,,,,,pending,,,
real_redf0xwin_0148,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0148.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:52,,,,,,,,,,,pending,,,
real_redf0xwin_0149,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0149.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18,,,,,,,,,,,pending,,,
real_redf0xwin_0150,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0150.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:51;dirt:10;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0151,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0151.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:37;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0152,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0152.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0153,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0153.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:16;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0154,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0154.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:41;hole:6,,,,,,,,,,,pending,,,
real_redf0xwin_0155,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0155.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:25;dirt:8;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0156,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0156.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21,,,,,,,,,,,pending,,,
real_redf0xwin_0157,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0157.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:44;hole:4,,,,,,,,,,,pending,,,
real_redf0xwin_0158,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0158.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0159,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0159.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:7,,,,,,,,,,,pending,,,
real_redf0xwin_0160,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0160.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:48,,,,,,,,,,,pending,,,
real_redf0xwin_0161,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0161.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18;dirt:1,,,,,,,,,,,pending,,,
real_redf0xwin_0162,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0162.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:32,,,,,,,,,,,pending,,,
real_redf0xwin_0163,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0163.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17;dirt:1,,,,,,,,,,,pending,,,
real_redf0xwin_0164,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0164.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:28;dirt:1,,,,,,,,,,,pending,,,
real_redf0xwin_0165,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0165.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24,,,,,,,,,,,pending,,,
real_redf0xwin_0166,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0166.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,,,,,,,,,,,pending,,,
real_redf0xwin_0167,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0167.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:34;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0168,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0168.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:43;dirt:17,,,,,,,,,,,pending,,,
real_redf0xwin_0169,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0169.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18,,,,,,,,,,,pending,,,
real_redf0xwin_0170,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0170.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:11,,,,,,,,,,,pending,,,
real_redf0xwin_0171,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0171.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:22;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0172,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0172.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20,,,,,,,,,,,pending,,,
real_redf0xwin_0173,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0173.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:19,,,,,,,,,,,pending,,,
real_redf0xwin_0174,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0174.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:46;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0175,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0175.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:31,,,,,,,,,,,pending,,,
real_redf0xwin_0176,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0176.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20;dirt:6;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0177,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0177.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:25;dirt:20;hole:5,,,,,,,,,,,pending,,,
real_redf0xwin_0178,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0178.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14;dirt:1;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0179,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0179.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:13;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0180,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0180.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:2,,,,,,,,,,,pending,,,
real_redf0xwin_0181,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0181.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:10;dirt:1,,,,,,,,,,,pending,,,
real_redf0xwin_0182,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0182.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:26;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0183,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0183.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:8,,,,,,,,,,,pending,,,
real_redf0xwin_0184,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0184.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14,,,,,,,,,,,pending,,,
real_redf0xwin_0185,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0185.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:22;dirt:7,,,,,,,,,,,pending,,,
real_redf0xwin_0186,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0186.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0187,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0187.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14;dirt:9;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0188,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0188.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:16,,,,,,,,,,,pending,,,
real_redf0xwin_0189,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0189.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12;dirt:7,,,,,,,,,,,pending,,,
real_redf0xwin_0190,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0190.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21,,,,,,,,,,,pending,,,
real_redf0xwin_0191,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0191.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:29;dirt:4;hole:3,,,,,,,,,,,pending,,,
real_redf0xwin_0192,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0192.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:31;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0193,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0193.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:41;dirt:3;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0194,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0194.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:34;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0195,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0195.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,,,,,,,,,,,pending,,,
real_redf0xwin_0196,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0196.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,,,,,,,,,,,pending,,,
real_redf0xwin_0197,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0197.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:7;dirt:3;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0198,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0198.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:6,,,,,,,,,,,pending,,,
real_redf0xwin_0199,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0199.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0200,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0200.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:15,,,,,,,,,,,pending,,,
real_redf0xwin_0201,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0201.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12;dirt:2;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0202,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0202.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0203,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0203.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:23,,,,,,,,,,,pending,,,
real_redf0xwin_0204,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0204.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:5;dirt:1,,,,,,,,,,,pending,,,
real_redf0xwin_0205,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0205.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:19,,,,,,,,,,,pending,,,
real_redf0xwin_0206,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0206.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:6,,,,,,,,,,,pending,,,
real_redf0xwin_0207,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0207.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:38;dirt:2,,,,,,,,,,,pending,,,
real_redf0xwin_0208,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0208.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18,,,,,,,,,,,pending,,,
real_redf0xwin_0209,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0209.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24;dirt:8;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0210,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0210.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:27;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0211,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0211.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:42;hole:7,,,,,,,,,,,pending,,,
real_redf0xwin_0212,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0212.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:19;dirt:1,,,,,,,,,,,pending,,,
real_redf0xwin_0213,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0213.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21;dirt:9;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0214,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0214.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,,,,,,,,,,,pending,,,
real_redf0xwin_0215,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0215.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18,,,,,,,,,,,pending,,,
real_redf0xwin_0216,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0216.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:7,,,,,,,,,,,pending,,,
real_redf0xwin_0217,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0217.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24,,,,,,,,,,,pending,,,
real_redf0xwin_0218,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0218.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0219,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0219.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:26,,,,,,,,,,,pending,,,
real_redf0xwin_0220,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0220.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:48;dirt:1;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0221,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0221.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30,,,,,,,,,,,pending,,,
real_redf0xwin_0222,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0222.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:25,,,,,,,,,,,pending,,,
real_redf0xwin_0223,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0223.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:9,,,,,,,,,,,pending,,,
real_redf0xwin_0224,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0224.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:8,,,,,,,,,,,pending,,,
real_redf0xwin_0225,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0225.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:40;dirt:20;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0226,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0226.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,,,,,,,,,,,pending,,,
real_redf0xwin_0227,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0227.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24;dirt:1,,,,,,,,,,,pending,,,
real_redf0xwin_0228,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0228.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:7,,,,,,,,,,,pending,,,
real_redf0xwin_0229,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0229.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12,,,,,,,,,,,pending,,,
real_redf0xwin_0230,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0230.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:51;hole:5,,,,,,,,,,,pending,,,
real_redf0xwin_0231,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0231.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12;dirt:6,,,,,,,,,,,pending,,,
real_redf0xwin_0232,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0232.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,,,,,,,,,,,pending,,,
real_redf0xwin_0233,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0233.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:15;dirt:1;hole:3,,,,,,,,,,,pending,,,
real_redf0xwin_0234,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0234.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0235,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0235.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:43;hole:7,,,,,,,,,,,pending,,,
real_redf0xwin_0236,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0236.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0237,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0237.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21,,,,,,,,,,,pending,,,
real_redf0xwin_0238,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0238.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0239,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0239.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:43;dirt:5;hole:10,,,,,,,,,,,pending,,,
real_redf0xwin_0240,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0240.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:29;dirt:2;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0241,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0241.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:39;hole:4,,,,,,,,,,,pending,,,
real_redf0xwin_0242,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0242.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:58;hole:5,,,,,,,,,,,pending,,,
real_redf0xwin_0243,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0243.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:23;hole:4,,,,,,,,,,,pending,,,
real_redf0xwin_0244,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0244.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:13;dirt:1;hole:3,,,,,,,,,,,pending,,,
real_redf0xwin_0245,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0245.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:28;dirt:5;hole:5,,,,,,,,,,,pending,,,
real_redf0xwin_0246,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0246.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:37;hole:1,,,,,,,,,,,pending,,,
